airport,date,hour,temperature_2m,precipitation,snowfall,wind_speed_10m,wind_gusts_10m,cloud_cover
DJE,2017-03-06,19,18.0,0.0,0.0,10.0,13.7,78
DJE,2017-08-16,21,27.8,0.0,0.0,11.1,22.3,0
DJE,2017-05-04,19,23.9,0.0,0.0,20.0,30.6,0
DJE,2017-09-26,16,29.3,0.0,0.0,23.5,37.8,25
DJE,2017-12-19,8,10.8,0.0,0.0,9.7,13.7,82
DJE,2017-05-14,19,20.4,0.0,0.0,25.4,41.0,100
DJE,2017-06-18,7,26.5,0.0,0.0,13.2,21.2,97
DJE,2017-07-09,18,29.9,0.0,0.0,19.6,34.2,0
DJE,2017-03-17,15,16.0,0.0,0.0,12.9,29.2,0
DJE,2017-10-03,21,21.8,0.0,0.0,10.9,14.0,29
DJE,2017-01-10,19,11.6,0.0,0.0,24.0,33.5,1
DJE,2017-06-17,19,30.2,0.0,0.0,19.4,29.9,98
DJE,2017-04-18,20,22.7,0.0,0.0,25.1,34.9,3
DJE,2017-03-29,16,16.9,0.0,0.0,17.7,32.4,5
DJE,2017-08-09,16,39.5,0.0,0.0,30.4,47.2,4
DJE,2017-12-01,22,14.2,0.0,0.0,11.9,17.3,100
DJE,2017-04-26,21,17.4,0.0,0.0,10.0,16.9,0
DJE,2017-12-21,15,12.3,1.1,0.0,31.1,48.2,99
DJE,2017-06-07,16,26.3,0.0,0.0,18.1,32.4,0
DJE,2017-03-18,19,14.4,0.0,0.0,10.4,13.0,0
DJE,2017-07-02,22,24.8,0.0,0.0,30.7,42.5,0
DJE,2017-09-26,19,25.6,0.0,0.0,26.3,37.1,62
DJE,2017-12-10,21,12.5,0.0,0.0,14.7,19.8,0
DJE,2017-11-15,8,13.8,0.0,0.0,24.5,33.8,7
DJE,2017-05-19,21,21.5,0.0,0.0,23.8,33.5,2
DJE,2017-04-21,16,16.2,0.0,0.0,34.9,50.4,41
DJE,2017-05-26,21,22.5,0.0,0.0,15.5,25.2,82
DJE,2017-02-28,8,13.1,0.0,0.0,7.5,11.9,0
DJE,2017-09-07,7,27.1,0.0,0.0,13.8,18.7,16
DJE,2017-03-13,15,27.1,0.0,0.0,10.3,24.5,50
DJE,2017-10-02,19,20.8,3.0,0.0,14.8,22.7,87
DJE,2017-12-12,19,14.9,0.0,0.0,16.8,21.6,0
DJE,2017-05-05,23,22.6,0.0,0.0,20.9,28.8,0
DJE,2017-07-13,16,34.0,0.0,0.0,20.5,34.9,0
DJE,2017-08-04,19,35.9,0.0,0.0,6.9,10.1,0
DJE,2017-08-17,7,26.1,0.0,0.0,9.5,15.1,1
DJE,2017-01-20,16,17.0,0.0,0.0,28.0,43.6,23
DJE,2017-08-28,9,28.9,0.0,0.0,7.2,17.3,0
DJE,2017-07-21,15,36.1,0.0,0.0,28.4,45.4,0
DJE,2017-11-03,16,26.0,0.0,0.0,24.2,38.2,0
DJE,2017-01-13,19,13.2,0.0,0.0,24.0,34.9,0
DJE,2017-10-26,7,19.9,0.0,0.0,29.2,41.8,19
DJE,2017-09-01,19,28.6,0.0,0.0,21.5,31.7,0
DJE,2017-11-21,21,14.7,0.0,0.0,14.1,18.4,0
DJE,2017-09-02,19,28.2,0.0,0.0,41.8,64.1,4
DJE,2017-01-25,15,14.6,0.0,0.0,17.0,32.4,0
DJE,2017-06-15,23,22.8,0.0,0.0,9.7,14.8,84
DJE,2017-04-29,16,20.2,0.0,0.0,21.2,35.6,91
DJE,2017-09-14,7,25.0,0.0,0.0,12.1,16.9,6
DJE,2017-06-02,16,24.3,0.0,0.0,30.1,49.3,0
DJE,2017-05-14,16,22.1,0.3,0.0,30.1,45.7,99
DJE,2017-09-23,16,28.1,0.0,0.0,18.8,33.5,100
DJE,2017-04-30,16,21.1,0.0,0.0,19.8,36.7,0
DJE,2017-01-24,20,12.0,0.0,0.0,24.8,34.6,80
DJE,2017-03-16,22,14.3,0.0,0.0,35.5,54.4,26
DJE,2017-08-19,7,26.7,0.0,0.0,8.1,13.0,0
DJE,2017-09-24,19,26.7,0.0,0.0,19.9,27.4,10
DJE,2017-05-03,19,19.2,0.0,0.0,16.6,31.7,2
DJE,2017-08-22,3,26.5,0.0,0.0,16.8,23.0,0
DJE,2017-12-17,15,14.1,0.0,0.0,9.7,22.0,56
DJE,2017-09-16,16,38.1,0.0,0.0,26.7,41.0,0
DJE,2017-01-19,15,13.7,0.0,0.0,7.9,15.8,99
DJE,2017-01-12,4,12.7,0.0,0.0,4.7,5.0,0
DJE,2017-07-24,16,41.9,0.0,0.0,18.4,37.4,11
DJE,2017-01-25,21,13.2,0.0,0.0,20.3,31.0,35
DJE,2017-03-23,19,15.6,0.0,0.0,25.6,36.4,95
DJE,2017-05-28,21,20.3,0.0,0.0,23.1,33.8,35
DJE,2017-03-29,7,14.7,0.1,0.0,19.2,28.1,80
DJE,2017-05-09,7,19.3,0.0,0.0,11.2,17.3,0
DJE,2017-07-17,16,29.0,0.0,0.0,29.5,47.2,0
DJE,2017-01-11,8,10.0,0.0,0.0,18.1,27.7,97
DJE,2017-09-16,19,31.3,0.0,0.0,27.9,42.1,0
DJE,2017-12-01,15,14.4,0.4,0.0,31.9,50.4,100
DJE,2017-06-05,16,25.8,0.0,0.0,23.4,46.8,1
DJE,2017-09-23,19,26.2,0.0,0.0,14.5,27.0,100
DJE,2017-03-01,8,14.5,0.0,0.0,22.7,34.9,1
DJE,2017-09-19,16,27.6,0.0,0.0,28.7,47.2,0
DJE,2017-01-14,8,11.3,0.0,0.0,13.6,18.4,61
DJE,2017-04-10,21,15.0,0.0,0.0,24.2,37.8,29
DJE,2017-01-30,8,11.8,0.0,0.0,16.0,21.6,27
DJE,2017-08-08,21,30.8,0.0,0.0,24.5,36.0,3
DJE,2017-10-17,21,21.6,0.0,0.0,17.3,25.9,0
DJE,2017-07-16,7,26.5,0.0,0.0,2.6,7.6,0
DJE,2017-03-13,19,22.0,0.0,0.0,13.0,18.7,63
DJE,2017-09-03,16,28.0,0.0,0.0,25.6,43.6,0
DJE,2017-07-22,16,37.0,0.0,0.0,19.7,34.6,0
DJE,2017-07-25,7,27.4,0.0,0.0,32.6,47.2,23
DJE,2017-07-31,7,26.7,0.0,0.0,14.3,21.6,0
DJE,2017-01-12,15,15.0,0.0,0.0,23.6,36.4,30
DJE,2017-11-04,8,22.1,0.0,0.0,30.5,43.9,0
DJE,2017-07-17,7,26.8,0.0,0.0,28.9,41.8,15
DJE,2017-09-29,19,24.1,0.0,0.0,12.4,22.3,65
DJE,2017-11-17,20,16.9,0.0,0.0,20.7,27.7,46
DJE,2017-03-31,16,23.3,0.0,0.0,2.3,16.6,0
DJE,2017-01-15,19,11.4,0.0,0.0,28.5,38.5,1
DJE,2017-08-03,7,27.5,0.0,0.0,7.1,11.9,0
DJE,2017-08-28,19,31.1,0.0,0.0,12.6,21.2,0
DJE,2017-07-04,19,25.6,0.0,0.0,17.3,28.1,0
DJE,2017-06-27,7,29.7,0.0,0.0,18.0,26.3,0
DJE,2017-10-12,19,22.5,0.0,0.0,15.0,21.2,17
DJE,2017-06-18,16,29.4,0.0,0.0,25.3,45.7,29
DJE,2017-07-03,19,25.7,0.0,0.0,16.9,29.9,1
DJE,2017-09-16,7,26.2,0.0,0.0,12.8,17.6,0
DJE,2017-07-13,21,28.1,0.0,0.0,16.5,25.6,0
DJE,2017-03-27,7,14.3,0.0,0.0,10.8,17.6,0
DJE,2017-04-24,7,15.6,0.0,0.0,10.1,14.8,0
DJE,2017-04-23,16,20.9,0.0,0.0,21.1,36.0,0
DJE,2017-05-09,16,25.3,0.0,0.0,29.7,46.4,0
DJE,2017-07-11,16,35.3,0.0,0.0,19.7,34.2,0
DJE,2017-01-07,8,10.1,0.0,0.0,22.1,30.6,15
DJE,2017-05-12,19,37.3,0.1,0.0,37.8,46.8,98
DJE,2017-07-08,7,25.1,0.0,0.0,6.2,11.5,0
DJE,2017-12-31,21,12.6,0.0,0.0,12.0,15.1,0
DJE,2017-12-16,15,17.2,0.0,0.0,24.4,38.5,28
DJE,2017-10-16,19,21.9,0.0,0.0,14.6,22.3,49
DJE,2017-07-14,15,36.8,0.0,0.0,2.9,24.8,0
DJE,2017-10-08,19,20.4,0.0,0.0,12.2,16.6,0
DJE,2017-03-04,8,16.6,0.0,0.0,18.1,26.3,0
DJE,2017-06-13,20,22.6,0.0,0.0,20.9,32.4,4
DJE,2017-04-22,16,17.3,0.0,0.0,14.4,30.6,0
DJE,2017-07-10,19,29.3,0.0,0.0,20.9,36.7,0
DJE,2017-03-22,8,15.3,0.0,0.0,19.1,27.4,48
DJE,2017-09-04,7,25.0,0.0,0.0,13.1,18.4,0
DJE,2017-12-09,8,12.7,0.0,0.0,24.5,33.5,0
DJE,2017-08-28,7,25.6,0.0,0.0,6.4,9.4,0
DJE,2017-09-01,7,27.0,0.0,0.0,10.4,15.1,0
DJE,2017-10-14,19,20.9,0.0,0.0,9.5,12.2,13
DJE,2017-03-02,19,16.2,0.0,0.0,17.3,28.4,0
DJE,2017-10-14,7,20.0,0.0,0.0,7.4,9.4,14
DJE,2017-09-10,7,26.9,0.0,0.0,18.8,26.3,0
DJE,2017-08-17,16,32.2,0.0,0.0,17.7,31.7,0
DJE,2017-10-17,19,22.2,0.0,0.0,19.2,27.0,14
DJE,2017-12-28,15,15.7,0.0,0.0,21.7,33.5,0
DJE,2017-09-17,18,26.8,0.0,0.0,37.5,56.5,1
DJE,2017-07-11,19,30.6,0.0,0.0,19.8,32.0,0
DJE,2017-10-08,7,20.5,0.0,0.0,17.5,24.1,28
DJE,2017-10-05,16,24.4,0.1,0.0,28.6,40.0,36
DJE,2017-05-29,16,24.9,0.0,0.0,34.6,53.6,0
DJE,2017-10-03,18,22.2,0.0,0.0,14.7,25.6,48
DJE,2017-05-02,19,17.5,0.0,0.0,25.8,41.8,0
DJE,2017-01-05,15,16.2,0.0,0.0,26.7,38.9,0
DJE,2017-09-28,21,23.6,0.0,0.0,19.8,32.4,76
DJE,2017-01-01,15,13.8,0.0,0.0,13.8,26.3,38
DJE,2017-07-16,10,28.9,0.0,0.0,15.4,29.9,5
DJE,2017-10-29,14,22.5,0.0,0.0,11.7,24.1,0
DJE,2017-08-22,19,27.3,0.0,0.0,21.3,34.2,0
DJE,2017-10-19,16,29.3,0.0,0.0,30.8,45.0,28
DJE,2017-05-12,16,33.7,0.0,0.0,13.1,27.7,89
DJE,2017-07-04,21,24.1,0.0,0.0,13.9,23.0,0
DJE,2017-03-14,16,18.1,0.0,0.0,32.7,53.6,2
DJE,2017-06-12,16,26.0,0.0,0.0,24.0,42.1,0
DJE,2017-12-22,16,13.7,0.0,0.0,29.7,40.7,97
DJE,2017-04-21,21,14.9,0.0,0.0,30.5,44.3,0
DJE,2017-01-09,19,11.3,0.0,0.0,21.9,34.9,18
DJE,2017-09-08,16,27.6,0.0,0.0,36.4,59.4,12
DJE,2017-06-04,7,22.5,0.0,0.0,15.6,24.1,0
DJE,2017-07-02,20,25.0,0.0,0.0,27.7,41.4,0
DJE,2017-07-31,19,28.8,0.0,0.0,20.8,33.5,0
DJE,2017-04-08,7,17.0,0.1,0.0,29.5,40.7,79
DJE,2017-01-12,8,12.2,0.0,0.0,20.8,27.7,17
DJE,2017-12-01,20,14.0,0.0,0.0,16.2,28.1,99
DJE,2017-03-06,8,15.6,0.0,0.0,16.2,22.7,99
DJE,2017-03-06,15,19.2,0.0,0.0,4.8,18.0,94
DJE,2017-12-14,15,18.8,0.0,0.0,12.1,23.0,0
DJE,2017-07-20,22,27.4,0.0,0.0,18.6,31.0,0
DJE,2017-06-05,7,22.4,0.0,0.0,28.4,41.0,53
DJE,2017-07-16,19,27.7,0.0,0.0,15.7,26.6,3
DJE,2017-07-28,19,29.6,0.0,0.0,21.1,32.0,0
DJE,2017-09-22,7,23.9,0.0,0.0,16.2,22.0,0
DJE,2017-04-13,23,17.6,0.0,0.0,14.6,20.2,1
DJE,2017-01-24,15,14.3,0.0,0.0,24.6,39.6,0
DJE,2017-09-29,16,25.5,0.0,0.0,14.8,31.7,59
DJE,2017-07-16,4,25.3,0.0,0.0,4.0,6.1,0
DJE,2017-11-19,15,17.6,0.0,0.0,11.5,22.3,0
DJE,2017-05-19,19,25.4,0.0,0.0,20.1,31.0,0
DJE,2017-03-28,21,15.6,0.0,0.0,16.1,22.3,35
DJE,2017-12-11,16,17.1,0.0,0.0,22.5,36.4,0
DJE,2017-10-09,16,25.1,0.0,0.0,8.3,19.4,0
DJE,2017-01-28,8,9.8,0.0,0.0,14.2,21.2,79
DJE,2017-08-21,16,30.5,0.0,0.0,22.5,37.8,0
DJE,2017-12-26,8,10.9,0.0,0.0,18.1,24.5,9
DJE,2017-09-03,19,26.2,0.0,0.0,23.0,36.0,0
DJE,2017-04-25,19,19.3,0.0,0.0,20.8,32.4,1
DJE,2017-08-30,16,34.1,0.0,0.0,15.3,28.8,78
DJE,2017-04-19,14,21.6,0.0,0.0,29.3,47.9,4
DJE,2017-08-15,21,27.6,0.0,0.0,15.9,28.4,0
DJE,2017-09-28,7,24.0,0.0,0.0,26.4,37.4,1
DJE,2017-09-19,19,25.3,0.0,0.0,29.5,43.6,0
DJE,2017-12-14,19,15.1,0.0,0.0,16.8,21.6,0
DJE,2017-05-09,19,21.1,0.0,0.0,30.1,46.8,71
DJE,2017-04-28,0,17.1,0.0,0.0,15.3,20.9,0
DJE,2017-08-12,16,29.4,0.0,0.0,28.8,47.2,4
DJE,2017-10-01,21,23.7,0.0,0.0,15.8,23.0,30
DJE,2017-01-27,22,12.7,0.0,0.0,17.8,25.6,41
DJE,2017-01-16,19,11.8,0.0,0.0,37.9,53.3,8
DJE,2017-12-11,8,11.5,0.0,0.0,18.9,25.9,0
DJE,2017-07-04,22,23.6,0.0,0.0,12.5,19.8,0
DJE,2017-10-09,21,21.9,0.0,0.0,11.5,14.4,2
DJE,2017-09-05,19,27.0,0.0,0.0,24.7,35.6,0
DJE,2017-06-01,16,25.1,0.0,0.0,31.2,48.2,18
DJE,2017-04-21,7,16.3,0.0,0.0,22.1,29.9,100
DJE,2017-05-27,16,24.6,0.0,0.0,18.8,34.2,94
DJE,2017-12-29,20,13.3,0.0,0.0,14.3,16.6,66
DJE,2017-12-17,19,10.8,0.0,0.0,8.9,10.8,95
DJE,2017-09-30,19,24.0,0.0,0.0,12.6,18.0,0
DJE,2017-04-27,19,19.3,0.0,0.0,13.0,24.1,23
DJE,2017-10-31,15,24.4,0.0,0.0,3.8,16.2,93
DJE,2017-12-25,16,14.8,0.0,0.0,8.8,15.5,19
DJE,2017-01-24,19,12.5,0.0,0.0,23.8,32.4,1
DJE,2017-01-13,8,9.4,0.0,0.0,10.9,15.5,0
DJE,2017-10-17,16,24.9,0.0,0.0,13.0,21.2,20
DJE,2017-10-24,7,19.0,0.0,0.0,30.8,43.6,53
DJE,2017-01-02,8,11.0,0.0,0.0,22.0,29.9,19
DJE,2017-07-30,7,25.9,0.0,0.0,11.4,18.4,0
DJE,2017-07-25,21,27.2,0.0,0.0,17.0,29.2,1
DJE,2017-01-08,15,15.0,0.0,0.0,25.5,40.3,92
DJE,2017-03-10,21,19.8,0.0,0.0,22.4,29.2,0
DJE,2017-09-22,19,25.5,0.0,0.0,26.2,37.1,0
DJE,2017-09-11,7,22.2,0.0,0.0,22.9,34.2,0
DJE,2017-10-22,7,20.6,0.2,0.0,5.2,5.8,48
DJE,2017-09-13,16,29.0,0.0,0.0,27.4,43.6,0
DJE,2017-03-01,15,19.0,0.0,0.0,7.9,22.7,0
DJE,2017-08-16,16,32.9,0.0,0.0,19.7,35.3,0
DJE,2017-04-15,7,16.9,0.0,0.0,5.3,9.7,84
DJE,2017-06-16,16,27.9,0.0,0.0,16.3,28.8,97
DJE,2017-12-12,15,19.3,0.0,0.0,9.0,15.5,0
DJE,2017-08-28,16,34.5,0.0,0.0,11.0,24.8,0
DJE,2017-12-13,8,12.1,0.0,0.0,11.2,13.3,0
DJE,2017-07-07,7,24.6,0.0,0.0,11.6,18.0,0
DJE,2017-04-05,7,16.3,0.0,0.0,13.1,18.4,0
DJE,2017-06-12,7,23.0,0.0,0.0,21.3,32.0,1
DJE,2017-08-25,19,27.2,0.0,0.0,22.0,34.2,0
DJE,2017-03-02,15,22.4,0.0,0.0,15.3,30.2,0
DJE,2017-10-06,16,25.7,0.0,0.0,7.9,15.8,2
DJE,2017-08-22,16,29.3,0.0,0.0,23.2,40.0,0
DJE,2017-08-03,16,36.4,0.0,0.0,9.0,23.0,0
DJE,2017-08-14,21,27.3,0.0,0.0,20.1,31.7,0
DJE,2017-07-20,7,27.8,0.0,0.0,16.3,24.1,0
DJE,2017-12-09,16,15.4,0.0,0.0,29.6,47.2,0
DJE,2017-12-20,8,12.8,1.7,0.0,25.1,40.0,100
DJE,2017-10-02,7,22.4,0.0,0.0,0.8,6.5,95
DJE,2017-05-21,21,19.4,0.0,0.0,6.8,15.5,90
DJE,2017-06-19,19,25.1,0.0,0.0,21.2,36.0,0
DJE,2017-04-24,16,22.1,0.0,0.0,24.3,40.3,100
DJE,2017-05-09,21,20.1,0.0,0.0,27.1,41.8,0
DJE,2017-04-25,7,17.8,0.0,0.0,9.4,17.6,92
DJE,2017-07-15,16,31.9,0.0,0.0,22.6,38.2,2
DJE,2017-07-18,21,25.9,0.0,0.0,21.8,32.0,0
DJE,2017-11-19,21,15.6,0.0,0.0,18.4,24.5,0
DJE,2017-07-28,0,25.9,0.0,0.0,13.0,21.2,0
DJE,2017-04-21,0,15.1,0.0,0.0,30.3,47.2,86
DJE,2017-04-25,16,22.9,0.0,0.0,13.0,27.4,13
DJE,2017-10-03,19,21.9,0.0,0.0,12.3,19.8,33
DJE,2017-08-25,16,29.9,0.0,0.0,23.8,39.6,1
DJE,2017-05-30,7,20.9,0.0,0.0,24.7,35.6,9
DJE,2017-09-18,19,26.3,0.0,0.0,18.5,26.6,40
DJE,2017-08-07,14,37.8,0.0,0.0,10.1,24.1,0
DJE,2017-08-22,0,26.9,0.0,0.0,19.2,26.3,0
DJE,2017-09-18,7,25.1,0.0,0.0,20.0,28.8,0
DJE,2017-12-26,15,15.0,0.0,0.0,22.2,32.4,7
DJE,2017-10-25,7,19.0,0.0,0.0,32.2,44.6,31
DJE,2017-10-16,7,21.2,0.0,0.0,1.8,5.0,1
DJE,2017-04-23,7,13.5,0.0,0.0,12.3,19.1,0
DJE,2017-11-21,19,14.8,0.0,0.0,12.1,14.8,0
DJE,2017-04-13,21,17.4,0.0,0.0,20.7,29.5,0
DJE,2017-11-13,20,17.3,0.0,0.0,31.2,48.2,82
DJE,2017-03-25,19,19.2,0.0,0.0,13.7,18.7,0
DJE,2017-11-14,15,16.1,0.0,0.0,31.6,46.4,89
DJE,2017-11-13,21,15.7,0.2,0.0,25.2,47.9,81
DJE,2017-03-17,8,14.5,0.0,0.0,22.1,31.0,3
DJE,2017-07-20,16,34.8,0.0,0.0,21.2,36.4,1
DJE,2017-01-31,21,12.0,0.0,0.0,12.4,16.9,0
DJE,2017-03-15,8,15.8,0.0,0.0,34.5,49.3,29
DJE,2017-05-04,7,18.4,0.0,0.0,5.1,10.1,0
DJE,2017-11-20,16,17.9,0.0,0.0,8.3,16.9,0
DJE,2017-09-02,16,32.6,0.0,0.0,30.8,47.2,3
DJE,2017-12-14,8,13.5,0.0,0.0,7.8,9.4,92
DJE,2017-10-13,7,21.8,0.0,0.0,15.5,22.3,50
DJE,2017-01-16,16,12.3,0.0,0.0,29.9,51.5,19
DJE,2017-04-03,19,17.9,0.0,0.0,16.1,23.4,10
DJE,2017-03-31,19,18.9,0.0,0.0,21.1,35.6,0
DJE,2017-04-30,19,17.5,0.0,0.0,21.1,31.3,14
DJE,2017-08-02,16,32.9,0.0,0.0,18.2,33.1,0
DJE,2017-01-24,6,9.2,0.0,0.0,19.2,25.9,0
DJE,2017-11-14,21,14.6,0.0,0.0,32.8,46.4,7
DJE,2017-07-02,7,24.7,0.0,0.0,39.9,58.0,0
DJE,2017-05-29,21,20.7,0.0,0.0,25.3,36.0,0
DJE,2017-03-05,19,16.5,0.0,0.0,30.3,45.0,34
DJE,2017-12-20,15,12.9,0.5,0.0,30.3,43.9,99
DJE,2017-12-18,20,11.8,0.0,0.0,7.6,14.8,27
DJE,2017-12-08,20,12.8,0.0,0.0,6.6,7.9,21
DJE,2017-09-22,16,27.7,0.0,0.0,28.4,46.1,5
DJE,2017-04-18,19,23.3,0.0,0.0,24.3,38.2,1
DJE,2017-06-22,17,28.8,0.0,0.0,23.8,41.0,29
DJE,2017-07-03,4,23.4,0.0,0.0,26.5,37.1,0
DJE,2017-05-12,7,21.5,0.0,0.0,22.3,33.5,20
DJE,2017-09-25,19,25.0,0.0,0.0,18.7,28.8,4
DJE,2017-10-14,15,23.2,0.0,0.0,13.4,24.5,50
DJE,2017-07-12,16,42.2,0.0,0.0,1.9,18.4,0
DJE,2017-10-16,21,21.0,0.0,0.0,13.9,19.8,45
DJE,2017-12-12,8,11.7,0.0,0.0,15.3,25.2,0
DJE,2017-03-21,21,16.3,0.0,0.0,30.8,44.6,0
DJE,2017-07-19,19,29.0,0.0,0.0,26.6,40.7,0
DJE,2017-10-08,16,23.2,0.0,0.0,8.7,18.7,1
DJE,2017-06-09,16,32.0,0.0,0.0,25.0,40.3,0
DJE,2017-09-13,19,26.6,0.0,0.0,27.0,39.2,0
DJE,2017-03-18,15,18.4,0.0,0.0,6.0,18.7,0
DJE,2017-06-12,21,22.4,0.0,0.0,22.2,32.8,0
DJE,2017-07-11,21,28.2,0.0,0.0,19.0,27.4,0
DJE,2017-05-01,7,17.3,0.0,0.0,11.2,17.3,95
DJE,2017-05-16,16,22.9,0.0,0.0,16.6,29.9,5
DJE,2017-12-15,20,15.0,0.0,0.0,21.0,28.4,100
DJE,2017-06-13,21,22.1,0.0,0.0,18.0,29.9,0
DJE,2017-11-17,16,18.1,0.0,0.0,18.5,32.8,32
DJE,2017-03-07,21,17.7,0.0,0.0,22.0,37.4,76
DJE,2017-08-18,19,29.9,0.0,0.0,15.9,25.6,0
DJE,2017-01-02,15,14.6,0.0,0.0,29.3,44.3,1
DJE,2017-09-20,19,24.9,0.0,0.0,15.3,23.0,0
DJE,2017-01-27,20,13.5,0.0,0.0,21.9,32.4,83
DJE,2017-07-31,12,32.9,0.0,0.0,18.2,33.8,0
DJE,2017-01-12,21,12.1,0.0,0.0,16.6,22.7,0
DJE,2017-10-27,16,24.3,0.0,0.0,21.5,31.3,0
DJE,2017-06-26,7,27.1,0.0,0.0,10.5,17.3,0
DJE,2017-11-25,12,18.4,0.0,0.0,14.2,24.8,19
DJE,2017-04-29,7,17.2,0.0,0.0,37.6,55.8,70
DJE,2017-03-11,15,19.6,0.0,0.0,13.3,26.6,0
DJE,2017-12-15,8,13.1,0.0,0.0,15.8,20.9,60
DJE,2017-09-15,19,30.7,0.0,0.0,13.8,19.4,0
DJE,2017-10-02,16,22.8,1.3,0.0,18.4,32.4,99
DJE,2017-06-17,7,23.9,0.0,0.0,4.9,9.7,99
DJE,2017-08-08,16,38.6,0.0,0.0,22.6,36.7,0
DJE,2017-10-01,16,26.8,0.0,0.0,17.1,28.8,86
DJE,2017-08-21,14,31.3,0.0,0.0,20.1,36.4,0
DJE,2017-07-24,7,30.5,0.0,0.0,8.9,14.0,21
DJE,2017-09-18,16,29.2,0.0,0.0,22.6,36.0,2
DJE,2017-06-28,22,34.0,0.0,0.0,26.6,37.1,0
DJE,2017-10-21,19,21.9,0.0,0.0,9.9,14.0,13
DJE,2017-04-29,19,17.6,0.0,0.0,19.5,31.0,7
DJE,2017-09-04,19,26.7,0.0,0.0,23.3,35.6,48
DJE,2017-11-08,15,21.8,0.0,0.0,8.5,22.0,0
DJE,2017-09-05,16,29.6,0.0,0.0,23.5,37.8,0
DJE,2017-01-31,17,16.6,0.0,0.0,10.7,15.1,3
DJE,2017-08-16,19,29.5,0.0,0.0,15.7,28.4,6
DJE,2017-01-18,15,12.3,0.0,0.0,32.3,49.0,0
DJE,2017-07-01,16,29.1,0.0,0.0,41.9,64.4,3
DJE,2017-07-20,21,27.7,0.0,0.0,21.6,32.0,0
DJE,2017-05-16,7,19.7,0.0,0.0,17.7,24.5,0
DJE,2017-08-15,16,32.1,0.0,0.0,27.8,46.1,0
DJE,2017-06-14,16,28.7,0.0,0.0,19.5,36.0,0
DJE,2017-11-12,19,18.2,0.0,0.0,15.3,22.0,42
DJE,2017-06-06,21,22.2,0.0,0.0,11.3,20.9,9
DJE,2017-12-03,19,11.4,0.0,0.0,31.1,43.6,0
DJE,2017-06-18,21,24.1,0.0,0.0,18.3,29.9,79
DJE,2017-02-28,15,20.3,0.0,0.0,17.3,32.0,0
DJE,2017-03-05,15,20.8,0.0,0.0,15.8,28.1,4
DJE,2017-01-01,11,13.2,0.0,0.0,15.4,23.8,63
DJE,2017-11-20,8,15.3,0.0,0.0,12.6,17.3,0
DJE,2017-06-29,7,27.8,0.0,0.0,16.3,24.5,0
DJE,2017-12-29,16,16.6,0.0,0.0,6.9,20.5,0
DJE,2017-07-06,16,30.8,0.0,0.0,23.8,39.6,0
DJE,2017-01-09,8,11.4,0.0,0.0,37.4,54.4,50
DJE,2017-11-07,8,18.2,0.0,0.0,9.6,16.2,50
DJE,2017-11-13,8,17.2,0.0,0.0,21.1,29.2,12
DJE,2017-09-10,22,24.1,0.0,0.0,46.1,78.8,1
DJE,2017-07-21,19,29.9,0.0,0.0,25.6,38.5,62
DJE,2017-03-09,19,15.8,0.0,0.0,12.3,25.9,5
DJE,2017-12-08,16,15.6,0.0,0.0,10.5,17.6,50
DJE,2017-12-09,20,13.7,0.0,0.0,25.2,35.3,40
DJE,2017-03-22,15,16.9,0.0,0.0,10.5,23.4,0
DJE,2017-03-04,15,26.4,0.0,0.0,15.2,26.3,0
DJE,2017-01-22,19,12.0,0.0,0.0,6.4,6.5,62
DJE,2017-08-21,7,28.2,0.0,0.0,11.1,16.2,2
DJE,2017-03-14,15,18.7,0.0,0.0,34.7,54.0,0
DJE,2017-05-22,19,21.8,0.0,0.0,18.0,27.7,29
DJE,2017-07-22,8,29.4,0.0,0.0,15.9,26.3,0
DJE,2017-09-30,7,22.7,0.0,0.0,13.6,20.5,24
DJE,2017-03-13,8,18.0,0.0,0.0,12.7,18.4,0
DJE,2017-12-24,15,15.3,0.0,0.0,16.0,28.8,31
DJE,2017-04-19,16,20.7,0.0,0.0,28.5,50.8,84
DJE,2017-01-21,19,12.5,0.0,0.0,19.8,25.9,21
DJE,2017-07-01,19,26.8,0.0,0.0,38.3,57.6,0
DJE,2017-12-18,16,13.8,0.0,0.0,16.2,29.9,19
DJE,2017-04-22,7,14.9,0.0,0.0,29.5,41.4,93
DJE,2017-11-03,8,20.3,0.0,0.0,12.8,17.3,0
DJE,2017-10-19,7,20.1,0.0,0.0,13.0,17.3,17
DJE,2017-06-17,16,33.7,0.0,0.0,13.3,24.5,60
DJE,2017-05-04,21,22.2,0.0,0.0,19.5,27.7,0
DJE,2017-07-14,7,28.0,0.0,0.0,6.8,12.6,0
DJE,2017-06-24,22,25.6,0.0,0.0,16.6,23.0,0
DJE,2017-01-31,20,12.5,0.0,0.0,12.8,18.0,0
DJE,2017-02-28,19,17.3,0.0,0.0,15.5,20.5,35
DJE,2017-06-28,19,38.5,0.0,0.0,19.5,29.5,0
DJE,2017-05-23,22,21.2,0.0,0.0,17.2,27.7,72
DJE,2017-01-21,8,9.8,0.0,0.0,15.9,22.3,0
DJE,2017-10-14,16,23.2,0.0,0.0,12.0,23.4,40
DJE,2017-08-14,19,28.2,0.0,0.0,21.6,34.6,0
DJE,2017-06-01,7,21.9,0.0,0.0,21.3,30.6,5
DJE,2017-01-23,8,8.7,0.0,0.0,18.3,24.8,0
