airport,date,hour,temperature_2m,precipitation,snowfall,wind_speed_10m,wind_gusts_10m,cloud_cover
NCE,2018-06-28,16,23.4,0.5,0.0,5.4,17.6,8
NCE,2018-06-27,15,25.8,0.0,0.0,10.9,28.4,17
NCE,2018-07-03,10,25.3,0.0,0.0,4.0,15.8,3
NCE,2018-07-04,10,25.8,0.0,0.0,6.9,19.8,14
NCE,2018-04-01,8,10.1,0.0,0.0,18.0,45.7,0
NCE,2018-04-02,13,14.5,0.0,0.0,9.2,24.1,72
NCE,2018-07-25,15,28.1,0.0,0.0,10.0,27.4,49
NCE,2018-07-26,14,28.6,0.0,0.0,11.5,29.5,56
NCE,2018-07-25,10,28.4,0.0,0.0,12.3,28.1,2
NCE,2018-07-29,16,28.5,0.0,0.0,7.9,24.8,21
NCE,2018-07-30,10,28.7,0.0,0.0,7.1,19.8,82
NCE,2018-08-11,10,28.8,0.0,0.0,2.3,20.2,0
NCE,2018-08-16,14,29.4,0.0,0.0,6.9,28.8,30
NCE,2018-08-16,16,29.5,0.0,0.0,7.3,21.2,22
NCE,2018-07-05,10,26.7,0.0,0.0,5.4,16.6,4
NCE,2018-07-05,15,26.5,0.0,0.0,12.3,30.2,39
NCE,2018-07-05,16,26.7,0.0,0.0,15.9,36.7,36
NCE,2018-07-07,16,28.5,0.0,0.0,7.5,25.2,45
NCE,2018-07-08,16,28.0,0.0,0.0,8.8,25.2,27
NCE,2018-07-11,15,26.6,0.4,0.0,10.7,28.4,44
NCE,2018-07-13,9,25.5,0.0,0.0,5.2,14.0,0
NCE,2018-03-22,14,11.5,0.0,0.0,14.5,31.3,0
NCE,2018-07-30,13,29.3,0.0,0.0,7.2,25.9,60
NCE,2018-08-02,16,33.5,0.0,0.0,8.0,22.3,8
NCE,2018-08-02,17,32.3,0.0,0.0,7.6,24.8,12
NCE,2018-08-03,16,32.1,0.0,0.0,1.1,24.5,95
NCE,2018-08-04,16,32.5,0.0,0.0,1.8,22.7,88
NCE,2018-08-04,10,31.0,0.0,0.0,4.0,13.3,87
NCE,2018-08-04,13,31.7,0.0,0.0,7.6,29.2,57
NCE,2018-03-18,10,9.0,0.2,0.0,11.2,22.0,100
NCE,2018-03-20,10,10.6,0.0,0.0,11.5,23.4,24
NCE,2018-03-31,13,12.9,0.1,0.0,14.2,32.0,23
NCE,2018-04-01,10,13.6,0.0,0.0,4.2,21.2,0
NCE,2018-07-17,16,29.6,0.0,0.0,11.8,28.4,27
NCE,2018-07-17,14,28.6,0.0,0.0,11.2,31.3,32
NCE,2018-07-20,16,28.0,0.0,0.0,10.2,27.0,24
NCE,2018-03-15,10,10.3,2.1,0.0,17.4,37.1,100
NCE,2018-03-21,10,8.9,0.0,0.0,12.1,24.5,100
NCE,2018-03-29,14,15.8,0.0,0.0,21.1,45.7,33
NCE,2018-04-03,16,15.1,0.2,0.0,27.8,57.6,99
NCE,2018-08-06,13,31.6,0.0,0.0,10.2,27.7,19
NCE,2018-08-07,16,29.9,0.0,0.0,8.3,27.7,9
NCE,2018-08-08,15,30.2,0.0,0.0,12.3,30.6,30
NCE,2018-08-10,9,26.2,0.0,0.0,9.4,21.2,59
NCE,2018-03-22,10,8.6,0.0,0.0,6.7,22.0,1
NCE,2018-03-23,10,12.1,0.0,0.0,7.4,20.5,2
NCE,2018-04-03,10,13.4,0.0,0.0,19.3,38.5,99
NCE,2018-07-22,10,25.4,0.0,0.0,3.5,15.1,72
NCE,2018-07-29,7,23.4,0.0,0.0,3.7,7.9,36
NCE,2018-07-29,10,27.5,0.0,0.0,8.3,20.9,67
NCE,2018-07-30,16,30.3,0.0,0.0,8.7,23.4,88
NCE,2018-04-08,8,14.8,0.0,0.0,19.9,41.8,0
NCE,2018-04-18,10,21.9,0.0,0.0,6.5,22.3,7
NCE,2018-08-12,7,21.7,0.0,0.0,10.0,19.4,0
NCE,2018-08-12,10,28.0,0.0,0.0,4.4,15.5,0
NCE,2018-08-14,10,26.8,0.0,0.0,1.3,15.5,7
NCE,2018-04-07,13,18.6,0.0,0.0,21.6,44.6,13
NCE,2018-04-08,10,17.7,0.0,0.0,26.3,52.6,92
NCE,2018-07-31,16,31.8,0.0,0.0,7.1,25.2,26
NCE,2018-07-31,10,32.0,0.0,0.0,1.5,15.1,21
NCE,2018-08-01,15,31.8,0.0,0.0,9.5,25.2,43
NCE,2018-08-01,16,31.4,0.0,0.0,8.3,25.6,75
NCE,2018-08-02,10,31.8,0.0,0.0,6.0,16.9,0
NCE,2018-03-11,10,13.0,3.7,0.0,14.2,39.6,100
NCE,2018-04-14,13,20.1,0.0,0.0,16.2,33.5,15
NCE,2018-04-19,10,20.8,0.0,0.0,1.0,20.5,1
NCE,2018-04-20,9,18.8,0.0,0.0,15.3,32.4,0
NCE,2018-04-25,10,15.3,0.0,0.0,1.5,10.4,100
NCE,2018-04-25,9,15.0,0.0,0.0,1.1,8.3,100
NCE,2018-04-20,10,22.1,0.0,0.0,7.2,28.1,0
NCE,2018-04-21,10,23.0,0.0,0.0,6.4,24.1,0
NCE,2018-04-21,16,23.4,0.0,0.0,5.0,18.0,0
NCE,2018-04-21,13,23.3,0.0,0.0,5.8,18.4,0
NCE,2018-04-22,7,16.4,0.0,0.0,9.8,27.4,0
NCE,2018-04-22,16,21.1,0.0,0.0,4.3,18.0,4
NCE,2018-04-23,10,17.8,0.0,0.0,7.0,18.4,0
NCE,2018-04-23,13,19.7,0.0,0.0,6.2,19.4,97
NCE,2018-04-23,16,19.2,0.0,0.0,9.7,23.8,72
NCE,2018-08-05,10,31.2,0.0,0.0,7.4,19.1,96
NCE,2018-08-05,16,33.0,0.0,0.0,4.4,16.6,99
NCE,2018-08-07,14,29.9,0.0,0.0,8.7,28.1,26
NCE,2018-08-08,10,27.9,0.0,0.0,5.4,18.0,2
NCE,2018-08-08,16,29.8,0.0,0.0,11.4,33.5,74
NCE,2018-08-11,13,29.8,0.0,0.0,10.9,29.2,0
NCE,2018-04-26,10,17.2,0.1,0.0,11.6,25.2,100
NCE,2018-04-27,9,18.9,0.0,0.0,5.9,14.0,26
NCE,2018-04-29,7,15.3,0.0,0.0,7.6,15.8,6
NCE,2018-04-30,10,16.7,0.0,0.0,8.4,20.5,0
NCE,2018-08-22,16,32.7,0.0,0.0,8.0,24.8,33
NCE,2018-08-23,10,30.7,0.0,0.0,4.0,24.1,0
NCE,2018-08-24,11,28.8,0.0,0.0,11.0,26.3,11
NCE,2018-08-25,10,26.2,0.0,0.0,5.6,16.2,6
NCE,2018-08-25,16,28.0,0.0,0.0,7.9,22.7,97
NCE,2018-08-26,10,24.3,0.0,0.0,3.7,22.0,34
NCE,2018-03-25,10,11.6,0.0,0.0,6.6,16.9,3
NCE,2018-03-26,13,14.0,0.0,0.0,10.3,24.8,85
NCE,2018-04-20,15,23.6,0.0,0.0,4.8,20.2,5
NCE,2018-04-25,16,18.1,0.0,0.0,9.4,24.1,100
NCE,2018-08-13,10,25.0,0.1,0.0,6.0,16.9,100
NCE,2018-08-15,15,29.9,0.0,0.0,12.0,27.7,30
NCE,2018-08-17,9,26.9,0.0,0.0,10.1,24.8,42
NCE,2018-08-17,16,29.6,0.0,0.0,9.0,24.1,15
NCE,2018-08-18,10,28.7,0.0,0.0,6.5,18.0,6
NCE,2018-08-19,10,30.7,0.0,0.0,6.6,26.3,1
NCE,2018-08-22,10,31.7,0.0,0.0,10.1,29.9,12
NCE,2018-03-17,14,13.6,0.0,0.0,16.3,32.8,15
NCE,2018-03-17,10,11.1,0.0,0.0,6.9,16.6,72
NCE,2018-03-27,10,14.1,0.0,0.0,5.5,17.6,7
NCE,2018-04-08,16,18.4,0.1,0.0,29.7,69.1,58
NCE,2018-05-03,10,20.2,0.0,0.0,1.3,15.5,93
NCE,2018-05-04,9,17.7,0.0,0.0,11.3,27.0,98
NCE,2018-08-27,10,25.5,0.0,0.0,4.7,16.9,2
NCE,2018-08-28,10,26.1,0.0,0.0,5.1,14.8,0
NCE,2018-08-29,4,19.5,0.0,0.0,4.9,13.3,95
NCE,2018-08-29,2,21.2,0.0,0.0,3.7,12.2,38
NCE,2018-08-29,10,27.4,0.0,0.0,6.1,16.2,5
NCE,2018-08-29,15,27.8,0.0,0.0,10.1,26.3,55
NCE,2018-04-12,14,11.2,1.0,0.0,22.5,61.2,100
NCE,2018-04-26,16,18.4,0.0,0.0,7.9,31.3,92
NCE,2018-04-28,10,21.0,0.0,0.0,4.7,13.0,0
NCE,2018-04-28,13,21.3,0.0,0.0,5.8,22.3,17
NCE,2018-04-30,13,17.0,0.0,0.0,28.8,59.0,43
NCE,2018-04-30,16,16.8,0.2,0.0,21.4,47.5,76
NCE,2018-08-24,16,28.5,0.0,0.0,7.5,25.6,21
NCE,2018-08-24,22,25.5,0.0,0.0,5.1,15.1,37
NCE,2018-08-27,16,25.7,0.0,0.0,7.6,27.0,0
NCE,2018-03-11,11,13.1,2.7,0.0,10.1,36.7,100
NCE,2018-04-05,10,12.4,0.0,0.0,9.0,19.8,33
NCE,2018-08-30,14,26.1,0.0,0.0,12.1,31.0,29
NCE,2018-08-31,9,23.9,0.0,0.0,2.6,9.4,96
NCE,2018-05-03,16,19.7,0.0,0.0,8.4,27.4,100
NCE,2018-05-05,10,21.0,0.0,0.0,2.5,15.1,33
NCE,2018-05-06,7,16.9,0.0,0.0,10.2,20.5,95
NCE,2018-05-06,16,21.4,0.0,0.0,7.6,21.2,93
NCE,2018-05-10,10,18.8,0.2,0.0,1.3,11.9,72
NCE,2018-05-11,10,19.7,0.0,0.0,8.5,20.9,4
NCE,2018-05-17,16,18.0,0.0,0.0,6.6,25.6,38
NCE,2018-05-20,16,23.9,0.0,0.0,4.6,15.8,44
NCE,2018-05-21,13,21.7,0.0,0.0,9.0,31.3,95
NCE,2018-06-15,10,25.5,0.0,0.0,2.5,17.6,36
NCE,2018-06-17,9,24.4,0.0,0.0,5.9,14.4,10
NCE,2018-06-17,16,25.6,0.0,0.0,6.8,19.4,53
NCE,2018-06-19,10,27.8,0.0,0.0,4.0,15.5,0
NCE,2018-05-05,18,20.5,0.0,0.0,7.7,20.9,25
NCE,2018-05-10,14,19.5,0.0,0.0,5.5,19.4,91
NCE,2018-05-12,10,19.3,0.0,0.0,6.8,18.7,56
NCE,2018-05-17,15,18.7,0.0,0.0,10.3,24.1,40
NCE,2018-06-07,10,21.1,0.0,0.0,1.9,11.2,88
NCE,2018-06-20,16,29.0,0.0,0.0,7.0,20.9,35
NCE,2018-06-23,10,24.9,0.0,0.0,5.1,11.9,49
NCE,2018-07-28,10,26.3,0.0,0.0,6.9,18.7,99
NCE,2018-08-19,16,31.4,0.0,0.0,15.1,34.9,22
NCE,2018-08-31,16,25.6,0.0,0.0,7.9,26.6,41
NCE,2018-08-21,14,31.4,0.0,0.0,7.6,32.0,16
NCE,2018-08-21,16,31.6,0.0,0.0,8.6,23.4,30
NCE,2018-08-23,16,31.0,0.0,0.0,10.8,26.3,52
NCE,2018-07-02,10,25.5,0.0,0.0,10.0,24.5,45
NCE,2018-08-09,16,29.4,0.0,0.0,12.3,34.2,88
NCE,2018-05-26,13,23.9,0.0,0.0,7.2,19.4,99
NCE,2018-06-28,10,22.9,0.1,0.0,16.6,34.6,50
NCE,2018-08-13,16,26.5,0.0,0.0,15.9,38.5,98
NCE,2018-08-22,15,32.5,0.0,0.0,2.7,25.9,18
NCE,2018-08-24,21,26.0,0.0,0.0,8.3,16.9,91
NCE,2018-08-25,13,27.4,0.0,0.0,12.2,30.2,6
NCE,2018-06-26,10,23.3,0.0,0.0,12.8,27.7,28
NCE,2018-07-07,13,28.7,0.0,0.0,6.1,23.4,38
NCE,2018-07-11,10,26.3,0.0,0.0,6.8,19.1,65
NCE,2018-07-13,10,26.1,0.0,0.0,8.7,22.3,0
NCE,2018-08-13,13,26.6,0.0,0.0,11.4,26.6,100
NCE,2018-08-18,16,30.1,0.0,0.0,7.6,24.8,43
NCE,2018-08-25,22,24.4,0.0,0.0,4.7,10.8,72
NCE,2018-08-26,16,25.9,0.0,0.0,18.4,42.5,63
NCE,2018-08-27,5,18.9,0.0,0.0,11.2,22.3,1
NCE,2018-08-27,13,26.3,0.0,0.0,10.2,26.6,24
NCE,2018-08-27,4,18.8,0.0,0.0,9.4,19.1,1
NCE,2018-08-17,10,28.5,0.0,0.0,3.8,21.2,44
NCE,2018-09-30,7,17.7,0.0,0.0,12.3,24.1,1
NCE,2018-03-19,10,10.6,0.0,0.0,8.3,26.3,21
NCE,2018-08-28,16,26.9,0.0,0.0,8.3,23.8,0
NCE,2018-08-30,10,26.4,0.0,0.0,3.8,13.0,1
NCE,2018-09-30,16,23.4,0.0,0.0,8.9,24.5,21
NCE,2018-10-01,10,20.4,0.0,0.0,5.4,19.8,69
NCE,2018-10-07,16,20.2,0.0,0.0,10.9,24.1,73
NCE,2018-10-08,10,19.8,0.1,0.0,16.4,32.4,78
NCE,2018-10-08,14,22.4,0.0,0.0,16.1,39.6,94
NCE,2018-10-09,10,21.2,0.0,0.0,12.6,28.4,0
NCE,2018-03-16,10,11.4,0.0,0.0,9.3,23.4,49
NCE,2018-04-05,14,14.8,0.0,0.0,11.0,33.1,32
NCE,2018-05-08,10,21.5,0.0,0.0,3.7,12.6,82
NCE,2018-05-25,16,22.5,0.0,0.0,4.8,16.9,33
NCE,2018-10-02,10,18.8,0.0,0.0,6.2,23.8,0
NCE,2018-10-03,10,20.8,0.0,0.0,5.5,18.4,0
NCE,2018-08-26,7,18.3,0.0,0.0,13.8,32.4,10
NCE,2018-10-04,14,26.7,0.0,0.0,23.6,52.9,0
NCE,2018-10-04,15,26.9,0.0,0.0,26.7,53.6,0
NCE,2018-10-06,16,21.9,0.0,0.0,9.4,24.8,97
NCE,2018-10-08,13,22.5,0.0,0.0,18.7,36.7,94
NCE,2018-06-20,15,28.8,0.0,0.0,8.0,21.6,35
NCE,2018-10-04,10,22.9,0.0,0.0,9.1,22.7,0
NCE,2018-10-10,10,22.2,0.0,0.0,15.8,33.8,98
NCE,2018-10-11,10,19.2,2.9,0.0,22.5,51.1,100
NCE,2018-10-11,15,20.8,2.9,0.0,14.1,29.2,91
NCE,2018-10-11,14,20.1,1.7,0.0,12.4,20.9,100
NCE,2018-08-18,13,29.1,0.4,0.0,9.6,30.2,39
NCE,2018-08-21,10,31.8,0.0,0.0,8.3,29.9,0
NCE,2018-10-01,13,17.8,1.3,0.0,3.6,20.9,40
NCE,2018-10-05,16,25.4,0.0,0.0,13.7,27.7,77
NCE,2018-10-06,14,22.3,0.0,0.0,17.9,18.7,98
NCE,2018-10-07,10,19.7,0.0,0.0,2.2,12.6,100
NCE,2018-10-07,7,15.7,0.0,0.0,4.7,9.7,79
NCE,2018-06-03,7,19.1,0.1,0.0,8.1,14.8,87
NCE,2018-06-06,10,21.5,0.0,0.0,5.0,14.0,100
NCE,2018-08-29,16,27.5,0.0,0.0,10.9,27.7,53
NCE,2018-07-12,10,25.7,0.0,0.0,5.1,15.8,55
NCE,2018-10-12,16,23.0,0.0,0.0,6.0,16.6,49
NCE,2018-10-13,10,20.8,0.0,0.0,9.4,22.7,0
NCE,2018-10-13,18,21.2,0.0,0.0,2.3,13.7,1
NCE,2018-10-13,13,23.1,0.0,0.0,12.1,26.3,0
NCE,2018-10-14,7,15.7,0.0,0.0,8.4,18.7,0
NCE,2018-03-11,16,12.3,0.0,0.0,16.4,33.1,100
NCE,2018-03-13,10,12.6,0.0,0.0,6.2,14.8,0
NCE,2018-04-15,10,17.1,0.0,0.0,12.0,32.8,100
NCE,2018-04-26,14,19.7,0.0,0.0,7.4,27.7,83
NCE,2018-07-15,16,28.2,0.0,0.0,4.2,26.6,30
NCE,2018-07-23,13,27.1,0.0,0.0,10.1,27.7,20
NCE,2018-07-24,18,28.4,0.0,0.0,12.7,33.1,15
NCE,2018-08-05,7,26.0,0.0,0.0,14.4,29.9,64
NCE,2018-03-24,14,12.0,0.1,0.0,18.5,36.4,74
NCE,2018-03-26,10,12.4,0.0,0.0,3.9,20.5,81
NCE,2018-07-14,10,26.5,0.0,0.0,10.0,24.5,33
NCE,2018-07-16,13,25.9,0.1,0.0,11.4,31.3,99
NCE,2018-07-22,16,27.1,0.0,0.0,5.1,26.6,97
NCE,2018-07-24,10,28.1,0.0,0.0,6.1,18.0,2
NCE,2018-07-28,13,27.9,0.0,0.0,12.2,31.0,96
NCE,2018-07-28,16,27.9,0.0,0.0,15.1,33.5,86
NCE,2018-03-12,10,11.5,0.0,0.0,3.0,11.5,1
NCE,2018-03-12,14,17.2,0.0,0.0,5.2,26.3,26
NCE,2018-03-18,16,9.5,0.5,0.0,11.5,28.1,100
NCE,2018-03-25,8,5.7,0.0,0.0,9.0,18.7,1
NCE,2018-03-25,16,11.8,0.0,0.0,6.1,32.4,32
NCE,2018-03-29,18,14.6,0.0,0.0,11.6,29.2,35
NCE,2018-03-30,10,13.1,0.0,0.0,3.9,12.6,71
NCE,2018-03-31,10,10.2,0.0,0.0,3.3,11.9,92
NCE,2018-07-14,14,27.5,0.0,0.0,10.0,29.5,11
NCE,2018-07-16,10,25.6,0.1,0.0,14.4,35.6,100
NCE,2018-07-16,16,26.1,0.1,0.0,21.3,40.3,100
NCE,2018-07-18,15,28.6,0.0,0.0,10.5,28.4,0
NCE,2018-07-18,16,28.0,0.0,0.0,9.4,28.4,24
NCE,2018-07-21,14,27.0,0.0,0.0,12.1,26.3,44
NCE,2018-07-21,16,26.0,0.1,0.0,9.2,36.4,69
NCE,2018-07-23,10,25.5,0.0,0.0,7.0,20.2,0
NCE,2018-03-14,10,12.2,0.0,0.0,6.9,19.1,0
NCE,2018-03-30,15,14.6,0.5,0.0,14.2,30.6,88
NCE,2018-04-05,16,14.6,0.0,0.0,9.2,26.3,23
NCE,2018-06-24,10,24.3,0.0,0.0,10.1,23.0,95
NCE,2018-06-25,13,24.0,0.0,0.0,7.7,24.1,40
NCE,2018-06-29,9,23.9,0.0,0.0,2.1,10.8,7
NCE,2018-04-04,10,12.9,0.1,0.0,7.6,18.0,100
NCE,2018-05-03,14,21.4,0.0,0.0,8.6,24.8,95
NCE,2018-05-12,13,19.9,0.0,0.0,6.7,23.0,18
NCE,2018-06-23,13,24.9,0.0,0.0,26.2,53.6,46
NCE,2018-06-26,16,24.5,0.0,0.0,7.6,21.2,35
NCE,2018-07-01,7,21.4,0.0,0.0,7.8,14.4,0
NCE,2018-04-09,10,13.9,0.1,0.0,14.8,27.0,100
NCE,2018-04-09,13,13.8,0.4,0.0,8.9,20.2,100
NCE,2018-04-10,10,11.3,2.2,0.0,8.1,31.7,100
NCE,2018-04-11,10,12.3,0.5,0.0,19.8,41.4,100
NCE,2018-04-13,9,11.4,0.0,0.0,7.6,17.6,27
NCE,2018-04-19,14,21.8,0.0,0.0,8.7,28.1,0
NCE,2018-04-19,15,21.7,0.0,0.0,5.8,23.4,0
NCE,2018-07-04,16,26.2,0.0,0.0,6.1,26.3,70
NCE,2018-07-31,14,32.1,0.0,0.0,10.1,28.8,16
NCE,2018-04-15,8,13.7,0.0,0.0,16.5,32.0,99
NCE,2018-04-16,10,18.5,0.0,0.0,6.9,18.4,96
NCE,2018-04-16,13,19.2,0.0,0.0,5.1,16.2,98
NCE,2018-05-14,10,13.1,0.1,0.0,1.3,20.5,39
NCE,2018-05-14,13,13.6,0.3,0.0,5.1,23.4,93
NCE,2018-05-22,10,17.9,0.2,0.0,1.1,17.6,99
NCE,2018-06-24,7,20.4,0.0,0.0,10.9,25.9,85
NCE,2018-06-25,17,25.2,0.0,0.0,9.7,25.9,35
NCE,2018-06-29,16,25.9,0.0,0.0,10.7,24.8,61
NCE,2018-07-02,16,25.2,0.0,0.0,15.5,38.5,86
NCE,2018-03-18,11,10.3,0.4,0.0,9.2,21.6,99
NCE,2018-03-19,14,12.3,0.0,0.0,7.7,28.8,65
NCE,2018-03-29,10,14.6,0.0,0.0,3.9,16.9,54
NCE,2018-04-28,16,20.9,0.0,0.0,5.1,20.2,42
NCE,2018-07-15,7,22.1,0.0,0.0,6.3,14.0,1
NCE,2018-08-07,10,29.1,0.0,0.0,9.1,22.3,45
NCE,2018-08-15,10,27.3,0.0,0.0,0.8,13.0,0
NCE,2018-04-17,10,18.7,0.0,0.0,3.0,11.5,0
NCE,2018-04-24,10,17.8,0.0,0.0,8.1,20.5,7
NCE,2018-05-01,16,15.7,0.0,0.0,2.6,13.3,100
NCE,2018-05-03,15,20.2,0.0,0.0,12.4,31.3,98
NCE,2018-05-13,7,14.8,0.0,0.0,3.3,7.9,100
NCE,2018-07-06,9,25.6,0.0,0.0,2.3,20.2,16
NCE,2018-07-06,10,26.2,0.0,0.0,7.1,19.8,12
NCE,2018-07-07,10,28.1,0.0,0.0,6.9,19.4,2
NCE,2018-07-25,16,28.5,0.0,0.0,4.8,27.0,60
NCE,2018-07-26,16,29.1,0.0,0.0,10.4,27.7,41
NCE,2018-04-07,16,18.1,0.0,0.0,20.6,45.7,70
NCE,2018-05-02,16,17.2,0.0,0.0,6.8,17.6,97
NCE,2018-06-23,16,25.2,0.0,0.0,20.5,47.5,32
NCE,2018-06-28,14,22.3,0.0,0.0,18.1,34.9,90
NCE,2018-06-30,16,25.8,0.0,0.0,6.8,24.5,18
NCE,2018-07-09,16,27.6,0.0,0.0,8.4,25.6,76
NCE,2018-08-20,16,31.9,0.0,0.0,10.8,29.2,59
NCE,2018-03-24,10,10.9,0.2,0.0,8.9,21.6,68
NCE,2018-03-28,10,13.4,0.0,0.0,2.1,15.5,95
NCE,2018-04-01,16,16.3,0.0,0.0,9.4,28.8,0
NCE,2018-04-02,10,13.5,0.0,0.0,0.7,11.2,61
NCE,2018-05-28,10,22.2,0.6,0.0,20.4,42.1,100
NCE,2018-07-26,10,29.0,0.0,0.0,8.3,21.2,0
NCE,2018-07-27,9,26.3,0.0,0.0,4.1,13.7,3
NCE,2018-07-27,10,27.4,0.0,0.0,7.1,20.2,0
NCE,2018-07-27,16,27.8,0.2,0.0,6.9,25.6,59
NCE,2018-05-04,15,22.4,0.0,0.0,2.3,25.2,76
NCE,2018-05-06,10,21.8,0.0,0.0,4.5,15.8,92
NCE,2018-05-07,11,20.1,0.0,0.0,7.6,20.2,39
NCE,2018-05-15,10,14.5,0.0,0.0,2.5,13.7,97
NCE,2018-05-18,16,20.5,0.0,0.0,5.2,22.0,50
NCE,2018-05-19,14,21.9,0.1,0.0,4.4,21.6,41
NCE,2018-07-20,10,26.6,0.0,0.0,8.0,21.2,6
NCE,2018-08-01,10,30.5,0.0,0.0,6.9,19.8,1
NCE,2018-08-06,16,31.1,0.0,0.0,10.4,28.8,0
NCE,2018-08-06,10,32.2,0.0,0.0,1.6,15.8,21
NCE,2018-08-10,16,29.2,0.0,0.0,6.0,24.5,33
NCE,2018-08-12,16,28.4,0.0,0.0,7.7,24.8,30
NCE,2018-08-14,16,26.8,0.1,0.0,5.4,22.0,84
NCE,2018-06-04,10,19.2,0.6,0.0,7.1,29.9,100
NCE,2018-06-07,16,20.4,0.1,0.0,1.8,18.4,100
NCE,2018-06-09,10,21.7,0.0,0.0,2.4,11.9,46
NCE,2018-06-20,10,27.2,0.0,0.0,10.1,23.4,21
NCE,2018-06-21,15,28.5,0.0,0.0,12.0,28.4,77
NCE,2018-06-22,17,26.2,0.0,0.0,15.7,35.6,89
NCE,2018-07-03,14,25.9,0.0,0.0,9.8,28.1,57
NCE,2018-07-03,16,26.4,0.0,0.0,10.5,27.7,83
NCE,2018-07-04,15,26.5,0.0,0.0,9.4,27.7,46
NCE,2018-08-02,14,31.0,0.0,0.0,7.4,28.8,7
NCE,2018-08-03,10,31.5,0.0,0.0,4.4,14.8,49
NCE,2018-08-03,9,30.8,0.0,0.0,4.8,20.9,22
NCE,2018-04-15,16,19.2,0.0,0.0,4.2,15.8,100
NCE,2018-04-22,10,22.6,0.0,0.0,1.5,14.8,0
NCE,2018-05-13,16,15.0,1.5,0.0,9.7,31.0,100
NCE,2018-05-16,10,16.2,0.0,0.0,4.3,14.4,47
NCE,2018-05-24,10,21.2,0.0,0.0,4.4,13.7,3
NCE,2018-08-24,10,28.6,0.0,0.0,6.0,16.6,8
NCE,2018-08-27,23,21.5,0.0,0.0,3.6,7.2,5
NCE,2018-04-12,10,10.7,1.1,0.0,20.0,45.7,100
NCE,2018-04-14,10,15.1,0.0,0.0,11.5,23.8,97
NCE,2018-04-14,16,20.6,0.0,0.0,17.9,41.8,29
NCE,2018-05-01,10,15.9,0.0,0.0,2.5,9.0,98
NCE,2018-05-07,13,20.3,0.0,0.0,8.9,24.5,69
NCE,2018-05-07,15,21.1,0.0,0.0,7.9,22.7,42
NCE,2018-05-09,10,18.8,0.0,0.0,11.2,25.6,95
NCE,2018-05-14,16,13.3,0.4,0.0,6.2,18.7,99
NCE,2018-08-09,10,28.9,0.0,0.0,4.9,16.6,8
NCE,2018-08-09,14,28.9,0.0,0.0,13.3,30.2,97
NCE,2018-08-11,16,28.9,0.0,0.0,6.7,24.5,0
NCE,2018-04-19,16,22.1,0.0,0.0,3.8,18.0,7
NCE,2018-04-27,10,19.1,0.0,0.0,9.2,22.3,1
NCE,2018-04-27,15,20.4,0.0,0.0,4.3,19.4,1
NCE,2018-04-29,16,20.2,0.1,0.0,8.3,29.2,85
NCE,2018-05-02,15,17.6,0.0,0.0,5.0,17.3,99
NCE,2018-05-05,13,22.1,0.0,0.0,2.6,21.6,29
NCE,2018-05-30,10,22.8,0.1,0.0,14.4,36.7,61
NCE,2018-07-23,16,28.7,0.0,0.0,12.4,31.3,30
NCE,2018-07-24,14,29.4,0.0,0.0,12.6,30.2,20
NCE,2018-08-10,10,27.5,0.0,0.0,12.2,27.7,0
NCE,2018-08-15,16,29.4,0.0,0.0,14.7,32.8,24
NCE,2018-08-16,10,29.0,0.0,0.0,5.1,21.6,2
NCE,2018-08-31,10,24.8,0.0,0.0,3.3,12.2,40
NCE,2018-04-29,10,19.4,0.0,0.0,8.6,20.5,24
NCE,2018-07-13,16,26.9,0.0,0.0,7.9,27.0,25
NCE,2018-08-14,14,27.2,0.3,0.0,10.2,32.0,59
NCE,2018-08-19,7,23.5,0.0,0.0,16.9,31.7,6
NCE,2018-08-20,13,31.3,0.0,0.0,9.3,35.3,74
NCE,2018-06-10,10,22.8,0.0,0.0,3.8,15.1,100
NCE,2018-06-11,13,23.6,0.0,0.0,11.6,25.2,88
NCE,2018-11-08,14,16.9,0.2,0.0,9.0,24.5,56
NCE,2018-12-19,17,11.0,2.9,0.0,4.5,14.8,100
NCE,2018-12-02,17,11.9,0.0,0.0,11.3,21.6,100
NCE,2018-12-15,10,7.6,0.0,0.0,3.9,9.0,57
NCE,2018-10-16,10,18.5,0.0,0.0,14.5,35.3,96
NCE,2018-10-28,18,17.2,0.0,0.0,4.9,22.3,31
NCE,2018-10-29,14,18.3,0.1,0.0,21.0,69.5,89
NCE,2018-11-01,14,16.8,0.3,0.0,8.7,31.7,98
NCE,2018-10-26,16,20.0,0.0,0.0,12.3,26.6,83
NCE,2018-10-27,10,17.1,0.1,0.0,4.8,27.7,100
NCE,2018-10-30,10,10.2,0.0,0.0,1.8,11.5,93
NCE,2018-11-01,17,15.6,0.1,0.0,6.6,13.3,95
NCE,2018-10-24,10,18.7,0.0,0.0,6.9,14.8,0
NCE,2018-10-31,10,14.2,0.8,0.0,18.7,40.3,98
NCE,2018-10-31,17,16.2,0.0,0.0,19.5,43.9,86
NCE,2018-11-01,9,12.4,0.0,0.0,7.7,15.8,55
NCE,2018-11-02,16,18.8,0.0,0.0,6.7,13.0,100
NCE,2018-12-06,10,10.8,0.0,0.0,15.2,28.4,37
NCE,2018-12-06,14,15.8,0.0,0.0,4.3,13.7,75
NCE,2018-12-07,16,14.9,0.0,0.0,16.8,33.8,3
